,BSpace Course Name,BSpace Course Id,QuizName,﻿QuizId,QuizAttemptNumber,QuestionId,Question,QuestionType,InputUserAnswer,Score,NetId,Comment left on User Response,AnswerKey,isQuery,Database,full_score,feedback
2410,"Databases for Business Analytics, Spring'23","251,685",Final Exam,"294,358",1,"4,969,711","We want to identify the ship countries with the highest average freight charges. Return the top-three ship countries with the highest average freight overall, in descending order by average freight. You only need the Orders table.",Long Answer Question,"select ShipCountry, round(avg(Freight),2) as avg_freight
from Orders
group by ShipCountry
order by avg(Freight) desc
LIMIT 3;",7.5,ss13871,,"SELECT ShipCountry, ROUND(AVG(Freight),2) AS AvgFreight
FROM &#160;Orders
GROUP BY ShipCountry
ORDER BY AvgFreight DESC
LIMIT 3",True,"['northwind', 'flights']",7.5,
2411,"Databases for Business Analytics, Spring'23","251,685",Final Exam,"294,358",1,"4,969,710",For every customer in the database list the number of orders they have placed.,Long Answer Question,"select c.CustomerID, count(o.OrderID) as num_of_orders
from Customers c
LEFT JOIN
Orders o
ON c.CustomerID=o.CustomerID
group by c.CustomerID;",7.5,ss13871,,"SELECT C.CustomerID, COUNT(O.OrderID) AS orders
FROM Customers C
&#160; &#160; &#160; &#160; &#160; &#160; LEFT JOIN Orders O ON O.CustomerID = C.CustomerID
GROUP BY C.CustomerID&#160;",True,"['northwind', 'flights']",10.0,
2412,"Databases for Business Analytics, Spring'23","251,685",Final Exam,"294,358",1,"4,969,708","We would like to know, for each product, the associated Supplier. Show the ProductID, ProductName, and the CompanyName of the Supplier. Sort the results by ProductID.",Long Answer Question,"#left join since we need for each product the corresponding supplier

select p.ProductID, p.ProductName, s.CompanyName
from Products p
LEFT JOIN Suppliers s
on p.SupplierID = s.SupplierID
order by p.ProductID;",5.0,ss13871,,"SELECT P.ProductID, P.ProductName, S.CompanyName
FROM Products P JOIN Suppliers S ON P.SupplierID = S.SupplierID
ORDER BY P.ProductID",True,"['northwind', 'flights']",7.5,
2413,"Databases for Business Analytics, Spring'23","251,685",Final Exam,"294,358",1,"4,969,707","From the Products table, we want to see the ProductID and ProductName for those products where the ProductName includes the string &quot;queso&quot;",Long Answer Question,"select productID,productName 
from Products
where ProductName like '%queso%';",5.0,ss13871,,"SELECT ProductID, ProductName
FROM Products&#160;
WHERE ProductName LIKE &#39;%queso%&#39;",True,"['northwind', 'flights']",5.0,
2414,"Databases for Business Analytics, Spring'23","251,685",Final Exam,"294,358",1,"4,969,706","We would like to see just the FirstName, LastName, and HireDate of all the employees with the title of Sales Representative who are also in the United States",Long Answer Question,"select FirstName,LastName,HireDate from Employees
where Title='Sales Representative'
and Country='USA';",5.0,ss13871,,"SELECT FirstName, LastName, HireDate
FROM Employees&#160;
WHERE Title = &#39;Sales Representative&#39; AND Country = &#39;USA&#39;",True,"['northwind', 'flights']",5.0,
2415,"Databases for Business Analytics, Spring'23","251,685",Final Exam,"294,358",1,"4,956,678","Using the flights.m_ticket_prices and the m_airports table, find the distinct routes (route is a distinct origin-destination pair) where the origin and the destination are part of the same state; in the output show the origin, dest, and the state of the airports.",Long Answer Question,"select distinct m.origin,m.dest
from m_ticket_prices m
JOIN m_airports m1 on m.origin=m1.airport
JOIN m_airports m2 on m.dest=m2.airport and m1.state_name=m2.state_name;


",7.0,ss13871,,"SELECT DISTINCT T.origin, T.dest, O.state
FROM flights.m_ticket_prices T
&#160; &#160; JOIN m_airports O ON O.airport = T.origin
&#160; &#160; JOIN m_airports D ON D.airport = T.dest
WHERE O.state_name=D.state_name
ORDER BY O.state",True,"['northwind', 'flights']",7.5,
2416,"Databases for Business Analytics, Spring'23","251,685",Final Exam,"294,358",1,"4,956,293","Flights: For each state of the origin airport, calculate the following metrics: the number of origin airports in the state, the number of carriers operating flights that originate from the state, the total number of passengers originating from the state, and the average fare per mile. Use the m_ticket_prices and the m_airports tables to find the information that you need.&#160;
Hint: 52 rows",Long Answer Question,"select count(m.origin),count(distinct m.carrier),sum(m.passengers),
avg(m.fare_per_mile),m1.state_name
from m_ticket_prices m
LEFT JOIN m_airports m1 on m.origin=m1.airport
GROUP BY m1.state_name;",7.5,ss13871,,"SELECT state
&#160; &#160; , COUNT(DISTINCT T.origin) AS airports
&#160; &#160; , COUNT(DISTINCT T.carrier) AS carriers
&#160; &#160; , SUM(T.passengers) AS passengers
&#160; &#160; , AVG(fare_per_mile) AS avg_fare_per_mile
FROM m_airports A JOIN m_ticket_prices T ON A.airport = T.origin
GROUP BY A.state",True,"['northwind', 'flights']",7.5,
2427,"Databases for Business Analytics, Spring'23","251,685",Final Exam,"294,358",1,"4,338,658","Use the table flights.m_ticket_prices. For each route (origin-destination pair), list the following statistics:

cheapest fare
most expensive fare
the average fare
number of carriers serving the route
total number of passengers for the route

Report results only for routes with at least 3 carriers and more than&#160; 10,000 total passengers.&#160;",Long Answer Question,"select 
origin,dest,
min(fare) as cheapest_fare,
max(fare) as most_expensive_fare,
avg(fare) as avg_fare,
count(distinct carrier) as num_of_carriers,
sum(passengers) as total_num_passengers
from m_ticket_prices
group by origin,dest
having num_of_carriers>=3 and total_num_passengers>10000;",7.5,ss13871,,"SELECT origin, dest
&#160; &#160; , MIN(fare) AS cheapest_fare
&#160; &#160; , MAX(fare) AS max_fare
&#160; &#160; , AVG(fare) AS avg_fare
&#160; &#160; , COUNT(DISTINCT carrier) AS carriers
&#160; &#160; , SUM(passengers) AS passengers
FROM flights.m_ticket_prices
GROUP BY origin, dest
HAVING COUNT(*) &gt;= 3 &#160;AND passengers &gt; 10000
ORDER BY origin, dest;",True,"['northwind', 'flights']",7.5,
2435,"Databases for Business Analytics, Spring'23","251,685",Assignment 6: Window queries,"295,541",1,"5,168,443","Using the passengers_per_airport table from the previous question, calculate each airport&#39;s national rank&#160;and&#160;state rank&#160;in terms of departing passengers. The m_airports table contains the state of each airport. (Note: The number 1 airport nationally will have the most passengers nationwide, while the number 1 per state will have the most passengers within the state.)",Long Answer Question,"SELECT DISTINCT a1.origin,a1.state_name,a1.national_rank,a1.state_rank,a1.total_passengers from
(
SELECT *, dense_rank() over w as national_rank, dense_rank() over w1 as state_rank
from
passengers_per_airport a
JOIN
m_airports b
on a.origin=b.airport
window w as (order by total_passengers desc),
	w1 as (partition by state_name order by total_passengers desc)
order by national_rank,state_rank
)a1;",4.0,ss13871,,"SELECT origin, State, total_passengers
&#160; &#160; , RANK() OVER (ORDER BY total_passengers DESC) AS national_rank
&#160; &#160; , RANK() OVER (PARTITION BY State ORDER BY total_passengers DESC) AS state_rank
FROM passengers_per_airport P
&#160; &#160; JOIN m_airports A ON P.origin = A.airport
ORDER BY national_rank&#160;",True,flights,4.0,
2436,"Databases for Business Analytics, Spring'23","251,685",Assignment 6: Window queries,"295,541",1,"5,168,442","Create the passengers_per_airport temporary table, which contains&#160; the total number of passengers departing from each airport.&#160; Use the m_ticket_prices table; we are interested in the origin and the passengers attributes.",Long Answer Question,"CREATE TEMPORARY TABLE passengers_per_airport AS
SELECT *, SUM(passengers) OVER (partition by origin) as total_passengers
FROM m_ticket_prices
order by total_passengers desc;",1.0,ss13871,,"DROP TABLE IF EXISTS passengers_per_airport;

CREATE TEMPORARY TABLE passengers_per_airport AS
SELECT origin, SUM(passengers) AS total_passengers
FROM m_ticket_prices
GROUP BY origin;",True,flights,1.0,
2437,"Databases for Business Analytics, Spring'23","251,685",Assignment 6: Window queries,"295,541",1,"5,168,441","Using the SingUpsAsOf and InactiveAsOf, calculate the total_active users for each date. We define total active users as the total signups up to that date, minus the total users that have been inactive up to that date.",Long Answer Question,"SELECT 
m.*,
(m.SignUpsAsOf - m.InactiveAsOf) as Total_active_users
FROM
(
select a.*,
coalesce(b.InactiveAsOf,0) as InactiveAsOf
from
(select date(MemberSince) as MemberSince, 
sum(cnt) over (order by MemberSince) as SignUpsAsOf
from SignUpsOn
)a
LEFT JOIN
(
select date(inactive_since) as inactive_since, 
sum(cnt) over (order by inactive_since) as InactiveAsOf
from InactiveOn
)b
ON a.MemberSince=b.inactive_since
)m;",4.0,ss13871,,"WITH&#160;
SingUpsAsOf AS (
&#160; &#160; SELECT MemberSince
&#160; &#160; &#160; &#160; , SUM(cnt) OVER (ORDER BY MemberSince) AS total_signups
&#160; &#160; FROM SignUpsOn
),
InactiveAsOf AS (
&#160; &#160; SELECT LastUpdate
&#160; &#160; &#160; &#160; , SUM(cnt) OVER (ORDER BY LastUpdate) AS total_inactive
&#160; &#160; FROM InactiveOn&#160;
)

SELECT MemberSince
&#160; &#160; &#160; &#160; , total_signups
&#160; &#160; &#160; &#160; , total_inactive
&#160; &#160; &#160; &#160; , total_signups-total_inactive AS total_active
FROM SingUpsAsOf S&#160;
&#160; &#160; JOIN InactiveAsOf A ON S.MemberSince=A.LastUpdate",True,flights,4.0,
2438,"Databases for Business Analytics, Spring'23","251,685",Assignment 6: Window queries,"295,541",1,"5,168,440","InactiveAsOf: Using the InactiveOn&#160;table, calculate the total number of users who are inactive as of a given date (again,&#160; up to each date in the MemberSince. Use a SUM() function together with a window specification.",Long Answer Question,"select *, 
sum(cnt) over (order by inactive_since) as InactiveAsOf
from InactiveOn;",2.0,ss13871,,"&#160; &#160; SELECT LastUpdate
&#160; &#160; &#160; &#160; , SUM(cnt) OVER (ORDER BY LastUpdate) AS total_inactive
&#160; &#160; FROM InactiveOn&#160;",True,flights,2.0,
2439,"Databases for Business Analytics, Spring'23","251,685",Assignment 6: Window queries,"295,541",1,"5,168,439","SingUpsAsOf: Using the SignUpsOn table, calculate the total number of users signed up for Facebook up to each date listed in the MemberSince column. (In other words, calculate the cumulative sum of users from the SignUpsOn table.) Use a SUM() function together with a window specification.",Long Answer Question,"select *, 
sum(cnt) over (order by MemberSince) as SingUpsAsOf
from SignUpsOn;",2.0,ss13871,,"&#160; &#160; SELECT MemberSince
&#160; &#160; &#160; &#160; , SUM(cnt) OVER (ORDER BY MemberSince) AS total_signups
&#160; &#160; FROM SignUpsOn",True,flights,2.0,
2440,"Databases for Business Analytics, Spring'23","251,685",Assignment 6: Window queries,"295,541",1,"5,168,438","Setup: Create a temporary table InactiveOn, that shows the number of people that became inactive that day (using the LastUpdate attribute)",Long Answer Question,"CREATE TEMPORARY TABLE InactiveOn AS
	SELECT LastUpdate AS inactive_since, COUNT(ProfileID) AS cnt    
	FROM Profiles    
	GROUP BY LastUpdate    
	ORDER BY LastUpdate;",1.0,ss13871,,"DROP TABLE IF EXISTS InactiveOn ;
CREATE TEMPORARY TABLE InactiveOn&#160; AS
SELECT LastUpdate, COUNT(*) AS cnt
FROM Profiles
WHERE LastUpdate IS NOT NULL
GROUP BY LastUpdate;",True,flights,1.0,
2441,"Databases for Business Analytics, Spring'23","251,685",Assignment 6: Window queries,"295,541",1,"5,168,437","Setup: Create a&#160;temporary table SignUpsOn, that shows the number of people that signed up on that day (using the MemberSince attribute)",Long Answer Question,"CREATE TEMPORARY TABLE SignUpsOn AS
	SELECT MemberSince, COUNT(ProfileID) AS cnt    
	FROM Profiles    
	GROUP BY MemberSince    
	ORDER BY MemberSince;",1.0,ss13871,,"DROP TABLE IF EXISTS SignUpsOn;
CREATE TEMPORARY TABLE SignUpsOnAS
SELECT MemberSince, COUNT(*) AS cnt
FROM Profiles
GROUP BY MemberSince;",True,flights,1.0,
2442,"Databases for Business Analytics, Spring'23","251,685",Assignment 5: Subqueries,"295,406",1,"5,119,793","For eligible names that appear for both males and females, report the names and the frequencies for males and females. Rank the most ambiguous names on top. We consider as most ambiguous names the ones where the formula log( male_freq / female_freq ) is close to 0. Remember that the log can be positive and negative; ranking by absolute value (using the&#160;ABS() function) will allow you to rank the smallest numbers first.",Long Answer Question,"create temporary table common_eligible_names as
select count(first_name) as freq, first_name, gender
from eligible_names
where first_name in (select distinct f.first_name 
from
(select distinct first_name from female_names) f
INNER JOIN 
(select distinct first_name from male_names) m
on f.first_name=m.first_name)
group by first_name,gender
order by first_name,gender;


select t1.first_name, t1.male_freq,t1.female_freq, log(t1.male_freq/t1.female_freq) as amb
from 
(
select first_name,SUM( CASE WHEN gender='M' then freq else 0 END) as male_freq,
SUM( CASE WHEN gender='F' then freq else 0 END) as female_freq
from common_eligible_names
group by first_name
)t1
order by abs(amb);
",2.0,ss13871,,"SELECT M.first_name
&#160; &#160; &#160; &#160; , M.cnt AS male_cnt
&#160; &#160; &#160; &#160; , F.cnt AS female_cnt
&#160; &#160; &#160; &#160; , M.cnt/F.cnt AS ratio
&#160; &#160; &#160; &#160; , LOG10(M.cnt/F.cnt) AS log_odds
FROM male_names M&#160;
&#160; &#160; JOIN female_names F ON F.first_name = M.first_name
ORDER BY ABS(log_odds)",True,imdb,2.0,
2443,"Databases for Business Analytics, Spring'23","251,685",Assignment 5: Subqueries,"295,406",1,"5,119,791","Find the eligible names that appear only for female actors but for no male actresses, and report the corresponding frequencies.",Long Answer Question,"select first_name, count(first_name) as only_female_count
from female_names
where first_name not in ( select first_name from male_names)
group by first_name
order by count(first_name) desc;",1.0,ss13871,,"
DROP TABLE IF EXISTS male_names;&#160;
CREATE TEMPORARY TABLE male_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;M&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;



DROP TABLE IF EXISTS female_names;&#160;
CREATE TEMPORARY TABLE female_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;F&#39;&#160;
&#160; &#160; GROUP BY first_name",True,imdb,1.0,
2444,"Databases for Business Analytics, Spring'23","251,685",Assignment 5: Subqueries,"295,406",1,"5,119,790","Find the eligible names that appear only for male actors but for no female actresses, and report the corresponding frequencies.",Long Answer Question,"create temporary table male_names as
	select id,first_name,last_name, gender 
    from eligible_names where gender='M';

create temporary table female_names as
	select id,first_name,last_name, gender 
    from eligible_names where gender='F';

select first_name, count(first_name) as only_male_count
from male_names
where first_name not in ( select first_name from female_names)
group by first_name
order by count(first_name) desc;
",1.0,ss13871,,"DROP TABLE IF EXISTS male_names;&#160;
CREATE TEMPORARY TABLE male_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;M&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;
DROP TABLE IF EXISTS female_names;&#160;
CREATE TEMPORARY TABLE female_names AS
&#160; &#160; SELECT first_name, COUNT(*) AS cnt
&#160; &#160; FROM actors
&#160; &#160; WHERE first_name IN (SELECT first_name FROM eligible_names)
&#160; &#160; &#160; &#160; AND gender = &#39;F&#39;&#160;
&#160; &#160; GROUP BY first_name
&#160; &#160; ORDER BY cnt DESC;

<code",True,imdb,1.0,
